id,name,height_dm,weight_hg,base_experience,type_1,type_2,hp,attack,defense
10026,aegislash-blade,17,530,250.0,steel,ghost,60,140,50
10027,pumpkaboo-small,3,35,67.0,ghost,grass,44,66,70
10028,pumpkaboo-large,5,75,67.0,ghost,grass,54,66,70
10029,pumpkaboo-super,8,150,67.0,ghost,grass,59,66,70
10030,gourgeist-small,7,95,173.0,ghost,grass,55,85,122
10031,gourgeist-large,11,140,173.0,ghost,grass,75,95,122
10032,gourgeist-super,17,390,173.0,ghost,grass,85,100,122
10033,venusaur-mega,24,1555,281.0,grass,poison,80,100,123
10034,charizard-mega-x,17,1105,285.0,fire,dragon,78,130,111
10035,charizard-mega-y,17,1005,285.0,fire,flying,78,104,78
10036,blastoise-mega,16,1011,284.0,water,,79,103,120
10037,alakazam-mega,12,480,270.0,psychic,,55,50,65
10038,gengar-mega,14,405,270.0,ghost,poison,60,65,80
10039,kangaskhan-mega,22,1000,207.0,normal,,105,125,100
10040,pinsir-mega,17,590,210.0,bug,flying,65,155,120
10041,gyarados-mega,65,3050,224.0,water,dark,95,155,109
10042,aerodactyl-mega,21,790,215.0,rock,flying,80,135,85
10043,mewtwo-mega-x,23,1270,351.0,psychic,fighting,106,190,100
10044,mewtwo-mega-y,15,330,351.0,psychic,,106,150,70
10045,ampharos-mega,14,615,275.0,electric,dragon,90,95,105
10046,scizor-mega,20,1250,210.0,bug,steel,70,150,140
10047,heracross-mega,17,625,210.0,bug,fighting,80,185,115
10048,houndoom-mega,19,495,210.0,dark,fire,75,90,90
10049,tyranitar-mega,25,2550,315.0,rock,dark,100,164,150
10050,blaziken-mega,19,520,284.0,fire,fighting,80,160,80
10051,gardevoir-mega,16,484,278.0,psychic,fairy,68,85,65
10052,mawile-mega,10,235,168.0,steel,fairy,50,105,125
10053,aggron-mega,22,3950,284.0,steel,,70,140,230
10054,medicham-mega,13,315,179.0,fighting,psychic,60,100,85
10055,manectric-mega,18,440,201.0,electric,,70,75,80
10056,banette-mega,12,130,194.0,ghost,,64,165,75
10057,absol-mega,12,490,198.0,dark,,65,150,60
10058,garchomp-mega,19,950,315.0,dragon,ground,108,170,115
10059,lucario-mega,13,575,219.0,fighting,steel,70,145,88
10060,abomasnow-mega,27,1850,208.0,grass,ice,90,132,105
10061,floette-eternal,2,9,243.0,fairy,,74,65,67
10062,latias-mega,18,520,315.0,dragon,psychic,80,100,120
10063,latios-mega,23,700,315.0,dragon,psychic,80,130,100
10064,swampert-mega,19,1020,286.0,water,ground,100,150,110
10065,sceptile-mega,19,552,284.0,grass,dragon,70,110,75
10066,sableye-mega,5,1610,168.0,dark,ghost,50,85,125
10067,altaria-mega,15,206,207.0,dragon,fairy,75,110,110
10068,gallade-mega,16,564,278.0,psychic,fighting,68,165,95
10069,audino-mega,15,320,425.0,normal,fairy,103,60,126
10070,sharpedo-mega,25,1303,196.0,water,dark,70,140,70
10071,slowbro-mega,20,1200,207.0,water,psychic,95,75,180
10072,steelix-mega,105,7400,214.0,steel,ground,75,125,230
10073,pidgeot-mega,22,505,261.0,normal,flying,83,80,80
10074,glalie-mega,21,3502,203.0,ice,,80,120,80
10075,diancie-mega,11,278,315.0,rock,fairy,50,160,110
10076,metagross-mega,25,9429,315.0,steel,psychic,80,145,150
10077,kyogre-primal,98,4300,347.0,water,,100,150,90
10078,groudon-primal,50,9997,347.0,ground,fire,100,180,160
10079,rayquaza-mega,108,3920,351.0,dragon,flying,105,180,100
10080,pikachu-rock-star,4,60,112.0,electric,,35,55,40
10081,pikachu-belle,4,60,112.0,electric,,35,55,40
10082,pikachu-pop-star,4,60,112.0,electric,,35,55,40
10083,pikachu-phd,4,60,112.0,electric,,35,55,40
10084,pikachu-libre,4,60,112.0,electric,,35,55,40
10085,pikachu-cosplay,4,60,112.0,electric,,35,55,40
10086,hoopa-unbound,65,4900,306.0,psychic,dark,80,160,60
10087,camerupt-mega,25,3205,196.0,fire,ground,70,120,100
10088,lopunny-mega,13,283,203.0,normal,fighting,65,136,94
10089,salamence-mega,18,1126,315.0,dragon,flying,95,145,130
10090,beedrill-mega,14,405,223.0,bug,poison,65,150,40
10091,rattata-alola,3,38,51.0,dark,normal,30,56,35
10092,raticate-alola,7,255,145.0,dark,normal,75,71,70
10093,raticate-totem-alola,14,1050,145.0,dark,normal,75,71,70
10094,pikachu-original-cap,4,60,112.0,electric,,35,55,40
10095,pikachu-hoenn-cap,4,60,112.0,electric,,35,55,40
10096,pikachu-sinnoh-cap,4,60,112.0,electric,,35,55,40
10097,pikachu-unova-cap,4,60,112.0,electric,,35,55,40
10098,pikachu-kalos-cap,4,60,112.0,electric,,35,55,40
10099,pikachu-alola-cap,4,60,112.0,electric,,35,55,40
10100,raichu-alola,7,210,243.0,electric,psychic,60,85,50
10101,sandshrew-alola,7,400,60.0,ice,steel,50,75,90
10102,sandslash-alola,12,550,158.0,ice,steel,75,100,120
10103,vulpix-alola,6,99,60.0,ice,,38,41,40
10104,ninetales-alola,11,199,177.0,ice,fairy,73,67,75
10105,diglett-alola,2,10,53.0,ground,steel,10,55,30
10106,dugtrio-alola,7,666,149.0,ground,steel,35,100,60
10107,meowth-alola,4,42,58.0,dark,,40,35,35
10108,persian-alola,11,330,154.0,dark,,65,60,60
10109,geodude-alola,4,203,60.0,rock,electric,40,80,100
10110,graveler-alola,10,1100,137.0,rock,electric,55,95,115
10111,golem-alola,17,3160,223.0,rock,electric,80,120,130
10112,grimer-alola,7,420,65.0,poison,dark,80,80,50
10113,muk-alola,10,520,175.0,poison,dark,105,105,75
10114,exeggutor-alola,109,4156,186.0,grass,dragon,95,105,85
10115,marowak-alola,10,340,149.0,fire,ghost,60,80,110
10116,greninja-battle-bond,15,400,239.0,water,dark,72,95,67
10117,greninja-ash,15,400,288.0,water,dark,72,145,67
10118,zygarde-10-power-construct,12,335,243.0,dragon,ground,54,100,71
10119,zygarde-50-power-construct,50,3050,300.0,dragon,ground,108,100,121
10120,zygarde-complete,45,6100,354.0,dragon,ground,216,100,121
10121,gumshoos-totem,14,600,146.0,normal,,88,110,60
10122,vikavolt-totem,26,1475,225.0,bug,electric,77,70,90
10123,oricorio-pom-pom,6,34,167.0,electric,flying,75,70,70
10124,oricorio-pau,6,34,167.0,psychic,flying,75,70,70
10125,oricorio-sensu,6,34,167.0,ghost,flying,75,70,70
10126,lycanroc-midnight,11,250,170.0,rock,,85,115,75
10127,wishiwashi-school,82,786,217.0,water,,45,140,130
10128,lurantis-totem,15,580,168.0,grass,,70,105,90
10129,salazzle-totem,21,810,168.0,poison,fire,68,64,60
10130,minior-orange-meteor,3,400,154.0,rock,flying,60,60,100
10131,minior-yellow-meteor,3,400,154.0,rock,flying,60,60,100
10132,minior-green-meteor,3,400,154.0,rock,flying,60,60,100
10133,minior-blue-meteor,3,400,154.0,rock,flying,60,60,100
10134,minior-indigo-meteor,3,400,154.0,rock,flying,60,60,100
10135,minior-violet-meteor,3,400,154.0,rock,flying,60,60,100
10136,minior-red,3,3,175.0,rock,flying,60,100,60
10137,minior-orange,3,3,175.0,rock,flying,60,100,60
10138,minior-yellow,3,3,175.0,rock,flying,60,100,60
10139,minior-green,3,3,175.0,rock,flying,60,100,60
10140,minior-blue,3,3,175.0,rock,flying,60,100,60
10141,minior-indigo,3,3,175.0,rock,flying,60,100,60
10142,minior-violet,3,3,175.0,rock,flying,60,100,60
10143,mimikyu-busted,2,7,167.0,ghost,fairy,55,90,80
10144,mimikyu-totem-disguised,4,28,167.0,ghost,fairy,55,90,80
10145,mimikyu-totem-busted,4,28,167.0,ghost,fairy,55,90,80
10146,kommo-o-totem,24,2075,270.0,dragon,fighting,75,110,125
10147,magearna-original,10,805,300.0,steel,fairy,80,95,115
10148,pikachu-partner-cap,4,60,112.0,electric,,35,55,40
10149,marowak-totem,17,980,149.0,fire,ghost,60,80,110
10150,ribombee-totem,4,20,162.0,bug,fairy,60,55,60
10151,rockruff-own-tempo,5,92,56.0,rock,,45,65,40
10152,lycanroc-dusk,8,250,170.0,rock,,75,117,65
10153,araquanid-totem,31,2175,159.0,water,bug,68,70,92
10154,togedemaru-totem,6,130,152.0,electric,steel,65,98,63
10155,necrozma-dusk,38,4600,340.0,psychic,steel,97,157,127
10156,necrozma-dawn,42,3500,340.0,psychic,ghost,97,113,109
10157,necrozma-ultra,75,2300,339.0,psychic,dragon,97,167,97
10158,pikachu-starter,4,60,86.0,electric,,45,80,50
10159,eevee-starter,3,65,87.0,normal,,65,75,70
10160,pikachu-world-cap,4,60,112.0,electric,,35,55,40
10161,meowth-galar,4,75,58.0,steel,,50,65,55
10162,ponyta-galar,8,240,82.0,psychic,,50,85,55
10163,rapidash-galar,17,800,175.0,psychic,fairy,65,100,70
10164,slowpoke-galar,12,360,63.0,psychic,,90,65,65
10165,slowbro-galar,16,705,172.0,poison,psychic,95,100,95
10166,farfetchd-galar,8,420,132.0,fighting,,52,95,55
10167,weezing-galar,30,160,172.0,poison,fairy,65,90,120
10168,mr-mime-galar,14,568,161.0,ice,psychic,50,65,65
10169,articuno-galar,17,509,290.0,psychic,flying,90,85,85
10170,zapdos-galar,16,582,290.0,fighting,flying,90,125,90
10171,moltres-galar,20,660,290.0,dark,flying,90,85,90
10172,slowking-galar,18,795,172.0,poison,psychic,95,65,80
10173,corsola-galar,6,5,144.0,ghost,,60,55,100
10174,zigzagoon-galar,4,175,56.0,dark,normal,38,30,41
10175,linoone-galar,5,325,147.0,dark,normal,78,70,61
10176,darumaka-galar,7,400,63.0,ice,,70,90,45
10177,darmanitan-galar-standard,17,1200,168.0,ice,,105,140,55
10178,darmanitan-galar-zen,17,1200,189.0,ice,fire,105,160,55
10179,yamask-galar,5,15,61.0,ground,ghost,38,55,85
10180,stunfisk-galar,7,205,165.0,ground,steel,109,81,99
10181,zygarde-10,12,335,243.0,dragon,ground,54,100,71
10182,cramorant-gulping,8,180,166.0,flying,water,70,85,55
10183,cramorant-gorging,8,180,166.0,flying,water,70,85,55
10184,toxtricity-low-key,16,400,176.0,electric,poison,75,98,70
10185,eiscue-noice,14,890,165.0,ice,,75,80,70
10186,indeedee-female,9,280,166.0,psychic,normal,70,55,65
10187,morpeko-hangry,3,30,153.0,electric,dark,58,95,58
10188,zacian-crowned,28,3550,360.0,fairy,steel,92,150,115
10189,zamazenta-crowned,29,7850,360.0,fighting,steel,92,120,140
10190,eternatus-eternamax,1000,0,563.0,poison,dragon,255,115,250
10191,urshifu-rapid-strike,19,1050,275.0,fighting,water,100,130,100
10192,zarude-dada,18,700,300.0,dark,grass,105,120,105
10193,calyrex-ice,24,8091,340.0,psychic,ice,100,165,150
10194,calyrex-shadow,24,536,340.0,psychic,ghost,100,85,80
10195,venusaur-gmax,240,10000,236.0,grass,poison,80,82,83
10196,charizard-gmax,280,10000,240.0,fire,flying,78,84,78
10197,blastoise-gmax,250,10000,239.0,water,,79,83,100
10198,butterfree-gmax,170,10000,178.0,bug,flying,60,45,50
10199,pikachu-gmax,210,10000,112.0,electric,,35,55,40
10200,meowth-gmax,330,10000,58.0,normal,,40,45,35
10201,machamp-gmax,250,10000,227.0,fighting,,90,130,80
10202,gengar-gmax,200,10000,225.0,ghost,poison,60,65,60
10203,kingler-gmax,190,10000,166.0,water,,55,130,115
10204,lapras-gmax,240,10000,187.0,water,ice,130,85,80
10205,eevee-gmax,180,10000,65.0,normal,,55,55,50
10206,snorlax-gmax,350,10000,189.0,normal,,160,110,65
10207,garbodor-gmax,210,10000,166.0,poison,,80,95,82
10208,melmetal-gmax,250,10000,270.0,steel,,135,143,143
10209,rillaboom-gmax,280,10000,265.0,grass,,100,125,90
10210,cinderace-gmax,270,10000,265.0,fire,,80,116,75
10211,inteleon-gmax,400,10000,265.0,water,,70,85,65
10212,corviknight-gmax,140,10000,248.0,flying,steel,98,87,105
10213,orbeetle-gmax,140,10000,253.0,bug,psychic,60,45,110
10214,drednaw-gmax,240,10000,170.0,water,rock,90,115,90
10215,coalossal-gmax,420,10000,255.0,rock,fire,110,80,120
10216,flapple-gmax,240,10000,170.0,grass,dragon,70,110,80
10217,appletun-gmax,240,10000,170.0,grass,dragon,110,85,80
10218,sandaconda-gmax,220,10000,179.0,ground,,72,107,125
10219,toxtricity-amped-gmax,240,10000,176.0,electric,poison,75,98,70
10220,centiskorch-gmax,750,10000,184.0,fire,bug,100,115,65
10221,hatterene-gmax,260,10000,255.0,psychic,fairy,57,90,95
10222,grimmsnarl-gmax,320,10000,255.0,dark,fairy,95,120,65
10223,alcremie-gmax,300,10000,173.0,fairy,,65,60,75
10224,copperajah-gmax,230,10000,175.0,steel,,122,130,69
10225,duraludon-gmax,430,10000,187.0,steel,dragon,70,95,115
10226,urshifu-single-strike-gmax,290,10000,275.0,fighting,dark,100,130,100
10227,urshifu-rapid-strike-gmax,260,10000,275.0,fighting,water,100,130,100
10228,toxtricity-low-key-gmax,240,10000,176.0,electric,poison,75,98,70
10229,growlithe-hisui,8,227,70.0,fire,rock,60,75,45
10230,arcanine-hisui,20,1680,194.0,fire,rock,95,115,80
10231,voltorb-hisui,5,130,66.0,electric,grass,40,30,50
10232,electrode-hisui,12,710,172.0,electric,grass,60,50,70
10233,typhlosion-hisui,16,698,240.0,fire,ghost,73,84,78
10234,qwilfish-hisui,5,39,88.0,dark,poison,65,95,85
10235,sneasel-hisui,9,270,86.0,fighting,poison,55,95,55
10236,samurott-hisui,15,582,238.0,water,dark,90,108,80
10237,lilligant-hisui,12,192,168.0,grass,fighting,70,105,75
10238,zorua-hisui,7,125,66.0,normal,ghost,35,60,40
10239,zoroark-hisui,16,730,179.0,normal,ghost,55,100,60
10240,braviary-hisui,17,434,179.0,psychic,flying,110,83,70
10241,sliggoo-hisui,7,685,158.0,steel,dragon,58,75,83
10242,goodra-hisui,17,3341,270.0,steel,dragon,80,100,100
10243,avalugg-hisui,14,2624,180.0,ice,rock,95,127,184
10244,decidueye-hisui,16,370,239.0,grass,fighting,88,112,80
10245,dialga-origin,70,8487,306.0,steel,dragon,100,100,120
10246,palkia-origin,63,6590,306.0,water,dragon,90,100,100
10247,basculin-white-striped,10,180,161.0,water,,70,92,65
10248,basculegion-female,30,1100,265.0,water,ghost,120,92,65
10249,enamorus-therian,16,480,116.0,fairy,flying,74,115,110
10250,tauros-paldea-combat-breed,14,1150,172.0,fighting,,75,110,105
10251,tauros-paldea-blaze-breed,14,850,172.0,fighting,fire,75,110,105
10252,tauros-paldea-aqua-breed,14,1100,172.0,fighting,water,75,110,105
10253,wooper-paldea,4,110,42.0,poison,ground,55,45,45
10254,oinkologne-female,10,1200,171.0,normal,,115,90,70
10255,dudunsparce-three-segment,45,474,182.0,normal,,125,100,80
10256,palafin-hero,18,974,160.0,water,,100,160,97
10257,maushold-family-of-three,3,23,165.0,normal,,74,75,70
10258,tatsugiri-droopy,3,80,166.0,dragon,water,68,50,60
10259,tatsugiri-stretchy,3,80,166.0,dragon,water,68,50,60
10260,squawkabilly-blue-plumage,6,24,146.0,normal,flying,82,96,51
10261,squawkabilly-yellow-plumage,6,24,146.0,normal,flying,82,96,51
10262,squawkabilly-white-plumage,6,24,146.0,normal,flying,82,96,51
10263,gimmighoul-roaming,1,10,60.0,ghost,,45,30,25
10264,koraidon-limited-build,35,3030,335.0,fighting,dragon,100,135,115
10265,koraidon-sprinting-build,35,3030,335.0,fighting,dragon,100,135,115
10266,koraidon-swimming-build,35,3030,335.0,fighting,dragon,100,135,115
10267,koraidon-gliding-build,35,3030,335.0,fighting,dragon,100,135,115
10268,miraidon-low-power-mode,28,2400,335.0,electric,dragon,100,85,100
10269,miraidon-drive-mode,28,2400,335.0,electric,dragon,100,85,100
10270,miraidon-aquatic-mode,28,2400,335.0,electric,dragon,100,85,100
10271,miraidon-glide-mode,28,2400,335.0,electric,dragon,100,85,100
10272,ursaluna-bloodmoon,24,2900,275.0,ground,normal,113,70,120
10273,ogerpon-wellspring-mask,12,398,275.0,grass,water,80,120,84
10274,ogerpon-hearthflame-mask,12,398,275.0,grass,fire,80,120,84
10275,ogerpon-cornerstone-mask,12,398,275.0,grass,rock,80,120,84
10276,terapagos-terastal,3,160,90.0,normal,,95,95,110
10277,terapagos-stellar,17,770,90.0,normal,,160,105,110
10278,clefable-mega,17,423,,fairy,flying,95,80,93
10279,victreebel-mega,45,1255,,grass,poison,80,125,85
10280,starmie-mega,23,800,,water,psychic,60,100,105
10281,dragonite-mega,22,2900,,dragon,flying,91,124,115
10282,meganium-mega,24,2010,,grass,fairy,80,92,115
10283,feraligatr-mega,23,1088,,water,dragon,85,160,125
10284,skarmory-mega,17,404,,steel,flying,65,140,110
10285,froslass-mega,26,296,,ice,ghost,70,80,70
10286,emboar-mega,18,1803,,fire,fighting,110,148,75
10287,excadrill-mega,9,600,,ground,steel,110,165,100
10288,scolipede-mega,32,2305,,bug,poison,60,140,149
10289,scrafty-mega,11,310,,dark,fighting,65,130,135
10290,eelektross-mega,30,1800,,electric,,85,145,80
10291,chandelure-mega,25,696,,ghost,fire,60,75,110
10292,chesnaught-mega,16,900,,grass,fighting,88,137,172
10293,delphox-mega,15,390,,fire,psychic,75,69,72
10294,greninja-mega,15,400,,water,dark,72,125,77
10295,pyroar-mega,15,933,,fire,normal,86,88,92
10296,floette-mega,2,1008,,fairy,,74,85,87
10297,malamar-mega,29,698,,dark,psychic,86,102,88
10298,barbaracle-mega,22,1000,,rock,fighting,72,140,130
10299,dragalge-mega,21,1003,,poison,dragon,65,85,105
10300,hawlucha-mega,10,250,,fighting,flying,78,137,100
10301,zygarde-mega,77,6100,,dragon,ground,216,70,91
10302,drampa-mega,30,2405,,normal,dragon,78,85,110
10303,falinks-mega,16,990,,fighting,,65,135,135
10304,raichu-mega-x,12,380,,electric,,60,135,95
10305,raichu-mega-y,10,260,,electric,,60,100,55
10306,chimecho-mega,12,80,,psychic,steel,75,50,110
10307,absol-mega-z,12,490,,dark,ghost,65,154,60
10308,staraptor-mega,19,500,,fighting,flying,85,140,100
10309,garchomp-mega-z,19,990,,dragon,,108,130,85
10310,lucario-mega-z,13,494,,fighting,steel,70,100,70
10311,heatran-mega,28,5700,,fire,steel,91,120,106
10312,darkrai-mega,30,2400,,dark,,70,120,130
10313,golurk-mega,40,3300,,ground,ghost,89,159,105
10314,meowstic-male-mega,8,101,,psychic,,74,48,76
10315,crabominable-mega,26,2528,,fighting,ice,97,157,122
10316,golisopod-mega,23,1480,,bug,steel,75,150,175
10317,magearna-mega,13,2481,,steel,fairy,80,125,115
10318,magearna-original-mega,13,2481,,steel,fairy,80,125,115
10319,zeraora-mega,15,445,,electric,,88,157,75
10320,scovillain-mega,12,220,,grass,fire,65,138,85
10321,glimmora-mega,28,770,,rock,poison,83,90,105
10322,tatsugiri-curly-mega,6,240,,dragon,water,68,65,90
10323,tatsugiri-droopy-mega,6,240,,dragon,water,68,65,90
10324,tatsugiri-stretchy-mega,6,240,,dragon,water,68,65,90
10325,baxcalibur-mega,21,3150,,dragon,ice,115,175,117
10326,meowstic-female-mega,8,101,,psychic,,74,48,76
